문화시설명,주소,lat,lng
신당창작아케이드,서울 중구 마장로 87 (서울중앙시장 지하),37.5673552,127.0195172
주한이탈리아문화원,서울특별시 용산구 한남대로 98,37.537167036107,127.005516646173
주한일본대사관 공보문화원,서울 종로구 율곡로 6 트윈트리타워 B동,37.5754538625026,126.979775832051
주한중국문화원,서울특별시 종로구 사직로8길 23-1,37.5746039215037,126.971348034463
CKL스테이지,서울특별시 중구 청계천로 40 CKL기업지원센터 지하 1층 (한국관광공사 건물),37.5685285762171,126.981627280645
파랑새극장,서울특별시 종로구 대학로 116 공공일호건물지하2층 파랑새극장,37.5815326869888,127.002336486451
관훈갤러리,서울특별시 종로구 인사동11길 11,37.5737991458507,126.984243988281
금호미술관,서울특별시 종로구 삼청로 18,37.5774667074193,126.979912833772
국립중앙박물관 극장 용,서울특별시 용산구 서빙고로 137,37.5247022357875,126.977740246542
숙명여자대학교 박물관,서울특별시 용산구 청파로47길 99,37.5438324857962,126.965458400837
토탈미술관,서울특별시 종로구 평창32길 8,37.6121218314376,126.975674758078
열린극장,서울특별시 종로구 창경궁로 258-12,37.5837053652706,127.000356517572
서울특별시교육청 강동도서관,서울특별시 강동구 양재대로116길 57,37.538082969509,127.143500933257
강북문화정보도서관,서울특별시 강북구 오현로 145,37.6251153938762,127.036079668809
어반아트,서울시 용산구 소월로 44길 7,37.5207027,127.0230798
일민미술관,서울특별시 종로구 세종대로 152,37.5698677620456,126.977657083792
이화여자대학교 자연사박물관,서울특별시 서대문구 이화여대길 52,37.5644645178259,126.950288837762
롯데화랑(본점),서울  중구 소공동 1 ),37.5653936,126.9808087
소마미술관,서울특별시 송파구 위례성대로 51,37.516920655117,127.118166964751
강동어린이회관아이누리홀,서울특별시 강동구 성내로6길 16 (성내동),37.529163,127.122469
초전섬유 퀼트박물관,서울특별시 중구 퇴계로18길 66,37.5581456932929,126.984258263112
동산방화랑,서울특별시 종로구 인사동9길 35,37.5729277649791,126.983377627355
예술의 전당,서울특별시 서초구 남부순환로 2406,37.4802401962069,127.014215239186
조선일보미술관,서울특별시 중구 세종대로21길 33,37.567895444475,126.975208646759
카이스갤러리,서울특별시 강남구 언주로174길 13,37.5284646981472,127.03502369684
백암아트홀,서울 강남구 테헤란로113길 7 백암아트센터,37.5103944,127.066052
갤러리 룩스,서울특별시 종로구 필운대로7길 12,37.5815965392578,126.967857491088
표갤러리,서울특별시 종로구 자하문로5길 18-4,37.5778944965139,126.970829642595
예화랑,서울특별시 강남구 가로수길 73,37.522878975066,127.022217921447
육군박물관,서울 노원구 공릉동 1-1,37.62276204272159,127.10038458310316
PKM 갤러리,서울 종로구 삼청로7길 40 PKM 갤러리,37.5840916531266,126.980082350686
국립국악원,서울특별시 서초구 남부순환로 2364,37.4777188083482,127.009818464555
금호아트홀 연세,서울 서대문구 연세로 50 연세대학교 백양누리 지하 1층 금호아트홀 연세,37.5660508394158,126.943916239886
나루아트센터,서울 광진구 능동로 76 나루아트센터,37.5375706269359,127.070576040786
극단 대학로극장,서울특별시 도봉구 도봉로115길 9,37.6485604897867,127.033882167876
갤러리원,서울특별시 강남구 압구정로71길 14,37.5275164514377,127.045900812708
대림미술관,서울 종로구 자하문로4길 21 대림미술관,37.5775038838066,126.973363701206
아트센터 나비,서울시 종로구 종로 26 SK 서린동빌딩 4층,37.5696912777696,126.980303746598
선화랑,서울특별시 종로구 인사동5길 8,37.5729226658133,126.985721883088
