school_name,type,lat,lng
서울신상도초등학교,초등학교,37.50034802,126.9446159
서울대신초등학교,초등학교,37.55795026,126.9480572
서울덕수초등학교,초등학교,37.56908888,126.9746579
경복고등학교,고등학교,37.58594567,126.9715109
서울성수초등학교,초등학교,37.54433609,127.0631674
동성고등학교,고등학교,37.58496996,127.0030619
서울녹번초등학교,초등학교,37.60458339,126.9257463
서울항공비즈니스고등학교,고등학교,37.56921778,126.8170408
대신중학교,중학교,37.57310947,126.9612545
수락고등학교,고등학교,37.68293167,127.053571
명덕고등학교,고등학교,37.55390749,126.8342914
서울삼성초등학교,초등학교,37.46852204,126.9404929
서울당현초등학교,초등학교,37.64826016,127.0582136
삼성고등학교,고등학교,37.46913998,126.9436438
서울수리초등학교,초등학교,37.62030737,126.9341783
신도림고등학교,고등학교,37.51406292,126.8820838
서울신명초등학교,초등학교,37.54092685,127.1499791
서울신암초등학교,초등학교,37.55002367,127.1244044
선일여자고등학교,고등학교,37.62030421,126.9119931
경성고등학교,고등학교,37.56351064,126.9191663
서울대조초등학교,초등학교,37.61357914,126.9193022
경일고등학교,고등학교,37.54382982,127.0478683
노곡중학교,중학교,37.64880251,127.0537437
장충중학교,중학교,37.5535149,127.006415
계성고등학교,고등학교,37.6074936,127.0201836
서울은명초등학교,초등학교,37.59769681,126.9182757
선정국제관광고등학교,고등학교,37.61870451,126.9090316
서울대명초등학교,초등학교,37.54766615,127.1532897
서울오정초등학교,초등학교,37.49016566,126.8264392
영림중학교,중학교,37.49721962,126.8906895
서울연은초등학교,초등학교,37.59051222,126.9251778
명일여자고등학교,고등학교,37.54977633,127.1495815
서울강빛초등학교,초등학교,37.57432025,127.1707749
둔촌중학교,중학교,37.53083609,127.1463317
서울역촌초등학교,초등학교,37.60158417,126.913928
서울언남초등학교,초등학교,37.45380928,127.0614475
국립전통예술고등학교,고등학교,37.44637006,126.9064871
동광초등학교,초등학교,37.45199688,126.9158199
수도여자고등학교,고등학교,37.49280146,126.9149071
마곡하늬중학교,중학교,37.55812766,126.8209848
신광여자고등학교,고등학교,37.54289988,126.9694475
화계중학교,중학교,37.63251806,127.0097091
서울망원초등학교,초등학교,37.56088948,126.9007631
영훈초등학교,초등학교,37.61468187,127.0280933
한울중학교,중학교,37.46240099,126.9071815
서울창서초등학교,초등학교,37.55814305,126.9334809
세그루패션디자인고등학교,고등학교,37.65634868,127.0268766
서울성내초등학교,초등학교,37.53135786,127.1225001
여의도여자고등학교,고등학교,37.52288764,126.9350871
서울중랑초등학교,초등학교,37.58966282,127.0755035
봉림중학교,중학교,37.48119817,126.9377027
서울둔촌초등학교,초등학교,37.52624852,127.1374348
공항고등학교,고등학교,37.57046109,126.8185198
은평메디텍고등학교,고등학교,37.63534652,126.9297048
서울광장초등학교,초등학교,37.54854922,127.1017999
상명초등학교,초등학교,37.64872348,127.0669678
동북고등학교,고등학교,37.52024061,127.1394507
영남중학교,중학교,37.49787218,126.8958365
강명중학교,중학교,37.5554045,127.1750136
동구여자중학교,중학교,37.5941935,127.0082153
명지고등학교,고등학교,37.58491135,126.9270902
원촌중학교,중학교,37.5063251,127.0146997
서울영일초등학교,초등학교,37.48564539,126.8838134
경신중학교,중학교,37.59220227,126.999531
서울원신초등학교,초등학교,37.46719824,126.9272409
수유중학교,중학교,37.6315652,127.0104838
서울디지텍고등학교,고등학교,37.53896942,126.9906121
창천중학교,중학교,37.55498958,126.9392951
신명중학교,중학교,37.54181449,127.1492919
서울당곡초등학교,초등학교,37.49016812,126.9303698
오남중학교,중학교,37.48705969,126.837249
서울수락초등학교,초등학교,37.68450319,127.0551852
서울행당초등학교,초등학교,37.55701913,127.0348734
도봉중학교,중학교,37.67088384,127.0458717
서울등원초등학교,초등학교,37.55981354,126.850069
숭의초등학교,초등학교,37.55785307,126.9874816
서울구의초등학교,초등학교,37.54300899,127.0803118
서울갈현초등학교,초등학교,37.61977964,126.9166834
서울영남초등학교,초등학교,37.47612262,126.9092099
대광초등학교,초등학교,37.57915104,127.0234459
한영중학교,중학교,37.54914056,127.1577731
연천중학교,중학교,37.62754521,126.9258198
상계고등학교,고등학교,37.65272468,127.0554534
목운중학교,중학교,37.52700952,126.8730442
서울개원초등학교,초등학교,37.48161842,127.0587363
누원고등학교,고등학교,37.68556896,127.0499327
서울매동초등학교,초등학교,37.57749965,126.9669415
염광메디텍고등학교,고등학교,37.63028445,127.0492646
세종초등학교,초등학교,37.5530111,127.0728646
서울매봉초등학교,초등학교,37.50491523,126.8443653
서울영문초등학교,초등학교,37.51980741,126.8875891
고덕중학교,중학교,37.56036661,127.1616435
경기상업고등학교,고등학교,37.58925853,126.9700571
서울천호초등학교,초등학교,37.54771897,127.1365923
강빛중학교,중학교,37.57434332,127.1707749
서울영등포초등학교,초등학교,37.51287942,126.899634
한광고등학교,고등학교,37.53884371,126.857922
동북중학교,중학교,37.52024061,127.1394507
서울양목초등학교,초등학교,37.52391851,126.8614719
동국대학교사범대학부속가람고등학교,고등학교,37.54192936,127.0869732
영도중학교,중학교,37.53631557,126.8657711
한신초등학교,초등학교,37.65335584,127.0324273
상일중학교,중학교,37.54858748,127.1708235
서울석관초등학교,초등학교,37.61102206,127.0583553
대원국제중학교,중학교,37.56249279,127.0894181
서울한강초등학교,초등학교,37.52522655,126.965079
선사고등학교,고등학교,37.55631588,127.1357998
공항중학교,중학교,37.56217751,126.8149668
서울노량진초등학교,초등학교,37.51175038,126.9408242
서울우솔초등학교,초등학교,37.45709258,127.0192756
인왕중학교,중학교,37.59273522,126.9517793
신사중학교,중학교,37.52469784,127.0211914
서울고은초등학교,초등학교,37.58500184,126.9439749
서울신기초등학교,초등학교,37.5113683,126.854213
한산중학교,중학교,37.52890274,127.1403034
서울아현초등학교,초등학교,37.5558319,126.9562422
서울청운초등학교,초등학교,37.58592131,126.9692423
서울명일초등학교,초등학교,37.5545536,127.1425911
신반포중학교,중학교,37.50626532,126.9961146
신양중학교,중학교,37.53365227,127.0634311
서울어울초등학교,초등학교,37.60656331,126.9350984
서울등마초등학교,초등학교,37.54204371,126.8616672
윤중중학교,중학교,37.51897848,126.9241232
용산철도고등학교,고등학교,37.52430312,126.9673581
금호고등학교,고등학교,37.5536215,127.0234338
서울금나래초등학교,초등학교,37.45823,126.8962417
광문고등학교,고등학교,37.56046181,127.1585463
서울연광초등학교,초등학교,37.62364876,126.923909
용마중학교,중학교,37.5745074,127.0862687
성덕고등학교,고등학교,37.54996367,127.1419039
재현중학교,중학교,37.66126447,127.0807998
서울강솔초등학교,초등학교,37.56186962,127.1802671
상명대학교사범대학부속여자고등학교,고등학교,37.60410891,126.9551595
서울신도초등학교,초등학교,37.63296389,126.9291989
서울공연초등학교,초등학교,37.62754753,127.0745089
서울가인초등학교,초등학교,37.6594678,127.0429509
서울성자초등학교,초등학교,37.53149357,127.0834083
서울명원초등학교,초등학교,37.55128785,127.1505002
성수고등학교,고등학교,37.54734181,127.0382534
성신여자중학교,중학교,37.59462313,127.0231285
한영고등학교,고등학교,37.54913153,127.1577731
서울교동초등학교,초등학교,37.57500567,126.9881513
추계초등학교,초등학교,37.56317672,126.9540593
동신중학교,중학교,37.53676952,127.1343666
서울고덕초등학교,초등학교,37.56129361,127.1660799
염광고등학교,고등학교,37.63028445,127.0492646
강동고등학교,고등학교,37.54991665,127.1606683
광양고등학교,고등학교,37.52937892,127.0851823
서울창동초등학교,초등학교,37.65536304,127.0448329
세현고등학교,고등학교,37.56043066,126.8636211
신길중학교,중학교,37.50201923,126.9154741
대일관광고등학교,고등학교,37.51141377,126.8349067
둔촌고등학교,고등학교,37.53143258,127.1438087
서울금호초등학교,초등학교,37.55196497,127.0197434
서울금융고등학교,고등학교,37.5376165,126.8256209
동대문중학교,중학교,37.57452207,127.0519943
서울강동초등학교,초등학교,37.5463638,127.1301872
서울정목초등학교,초등학교,37.53652885,126.8700491
풍문고등학교,고등학교,37.47135959,127.0999634
방산고등학교,고등학교,37.50831315,127.1204696
예일디자인고등학교,고등학교,37.6109459,126.9147928
서울상천초등학교,초등학교,37.64628513,127.0578888
우촌초등학교,초등학교,37.59560791,127.0114325
대진여자고등학교,고등학교,37.64617362,127.0671966
해누리중학교,중학교,37.49824464,127.1021919
서울묘곡초등학교,초등학교,37.55871279,127.1530934
서울천일초등학교,초등학교,37.54436122,127.1334367
서울이문초등학교,초등학교,37.60189649,127.064885
개포중학교,중학교,37.48078757,127.0616268
서울세명초등학교,초등학교,37.4688571,127.0910759
서울월천초등학교,초등학교,37.64804738,127.0517539
서울등촌초등학교,초등학교,37.54761422,126.8579422
노원고등학교,고등학교,37.66180319,127.0540195
서울도시과학기술고등학교,고등학교,37.6078128,127.0330442
서울정심초등학교,초등학교,37.47199405,126.9082144
서울돈암초등학교,초등학교,37.59371444,127.0131036
도선고등학교,고등학교,37.56684395,127.0269957
서울천동초등학교,초등학교,37.5410159,127.1378287
서울인공지능고등학교,고등학교,37.49175309,127.1423309
내곡중학교,중학교,37.45200325,127.0544446
서울일원초등학교,초등학교,37.48978808,127.0763669
서울응암초등학교,초등학교,37.58875319,126.9216161
서울하늘숲초등학교,초등학교,37.48418114,126.8416517
서울항동초등학교,초등학교,37.47718813,126.8239832
서울양원숲초등학교,초등학교,37.60934379,127.1051943
연희중학교,중학교,37.57958728,126.9187918
서울위례초등학교,초등학교,37.52231852,127.1394366
서울양재초등학교,초등학교,37.47416538,127.0318861
서울우신초등학교,초등학교,37.50986472,126.9118637
시흥중학교,중학교,37.44629507,126.9050823
연신중학교,중학교,37.62353926,126.9242879
서울영상고등학교,고등학교,37.52330444,126.8602935
항동중학교,중학교,37.48285456,126.82019
서울고일초등학교,초등학교,37.55154262,127.1694101
세륜중학교,중학교,37.50893314,127.1312464
오륜중학교,중학교,37.51632395,127.1389238
서울염리초등학교,초등학교,37.54271029,126.945999
서울방현초등학교,초등학교,37.47650298,126.9900734
서울중현초등학교,초등학교,37.63251462,127.0659521
